,Zipcode,Square Feet,Bedrooms,Bathrooms,Review Scores Rating,Accommodates,Cleaning Fee,Free Parking,Wireless Internet,Cable TV,Prop_encoded,cancel_encoded,Price
79549,90291.0,0.0,3.0,2.5,80.0,8.0,250.0,1.0,1.0,1.0,1.0,2.0,381.0
79564,91364.0,1000.0,1.0,1.0,98.0,2.0,40.0,1.0,1.0,0.0,1.0,0.0,40.0
79921,70116.0,600.0,1.0,1.0,91.0,2.0,40.0,1.0,1.0,0.0,1.0,0.0,100.0
80013,90403.0,2000.0,4.0,4.0,100.0,9.0,125.0,1.0,1.0,1.0,1.0,0.0,300.0
80104,91316.0,700.0,0.0,1.0,97.0,3.0,75.0,0.0,1.0,1.0,1.0,0.0,95.0
80264,37219.0,1000.0,2.0,2.0,85.0,5.0,103.0,0.0,1.0,1.0,1.0,2.0,136.0
80395,10001.0,1100.0,1.0,1.5,100.0,5.0,150.0,0.0,1.0,1.0,1.0,2.0,390.0
80419,11101.0,400.0,1.0,1.0,93.0,3.0,100.0,0.0,1.0,1.0,1.0,0.0,145.0
80428,10002.0,700.0,1.0,1.0,88.0,4.0,50.0,0.0,1.0,1.0,1.0,2.0,219.0
80535,11218.0,1500.0,4.0,1.5,100.0,5.0,40.0,1.0,1.0,1.0,1.0,0.0,200.0
80649,11109.0,1300.0,2.0,2.0,100.0,4.0,39.0,0.0,1.0,1.0,1.0,0.0,399.0
80805,37029.0,1000.0,2.0,2.0,96.0,6.0,85.0,0.0,1.0,1.0,1.0,2.0,95.0
80928,11238.0,2000.0,3.0,1.5,91.0,5.0,120.0,0.0,1.0,0.0,1.0,2.0,350.0
81112,10009.0,850.0,2.0,1.0,96.0,2.0,100.0,0.0,1.0,0.0,1.0,2.0,295.0
81195,10003.0,600.0,1.0,1.0,92.0,3.0,100.0,0.0,1.0,0.0,1.0,2.0,220.0
81287,11237.0,850.0,2.0,1.0,91.0,4.0,80.0,0.0,1.0,0.0,1.0,2.0,175.0
81726,92101.0,100.0,1.0,1.0,92.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,75.0
81769,97213.0,900.0,2.0,1.0,96.0,4.0,40.0,1.0,1.0,1.0,1.0,0.0,99.0
81907,92109.0,900.0,2.0,1.0,94.0,6.0,80.0,0.0,1.0,1.0,1.0,2.0,199.0
81932,92105.0,0.0,1.0,1.0,97.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,39.0
82224,98107.0,800.0,1.0,1.0,97.0,3.0,55.0,0.0,1.0,1.0,1.0,2.0,120.0
82231,98103.0,1600.0,2.0,1.0,95.0,4.0,75.0,0.0,1.0,0.0,1.0,0.0,175.0
82234,98119.0,1200.0,2.0,1.0,97.0,5.0,40.0,0.0,1.0,0.0,1.0,0.0,110.0
82271,94114.0,1400.0,3.0,2.0,97.0,6.0,185.0,1.0,1.0,0.0,1.0,0.0,399.0
82277,94131.0,2300.0,4.0,2.0,97.0,8.0,300.0,1.0,1.0,1.0,1.0,2.0,500.0
82313,95062.0,873.0,2.0,1.0,91.0,4.0,65.0,0.0,1.0,0.0,1.0,0.0,200.0
82549,94612.0,900.0,1.0,1.0,91.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0,120.0
82592,90018.0,450.0,1.0,1.0,100.0,2.0,25.0,0.0,1.0,1.0,1.0,0.0,98.0
82931,90266.0,120.0,1.0,1.0,91.0,2.0,35.0,0.0,1.0,0.0,1.0,2.0,75.0
82934,90046.0,1500.0,3.0,2.0,94.0,6.0,79.0,1.0,1.0,1.0,1.0,2.0,221.0
82935,90046.0,1285.0,2.0,2.0,100.0,4.0,100.0,1.0,1.0,1.0,1.0,2.0,185.0
83045,90039.0,900.0,2.0,1.0,96.0,5.0,130.0,1.0,1.0,0.0,1.0,0.0,100.0
83157,90292.0,1600.0,1.0,1.0,97.0,2.0,25.0,1.0,1.0,0.0,1.0,0.0,120.0
83326,90035.0,2500.0,3.0,3.0,93.0,8.0,150.0,1.0,1.0,1.0,1.0,0.0,340.0
83336,91107.0,650.0,1.0,1.0,91.0,1.0,40.0,0.0,1.0,1.0,1.0,0.0,90.0
83478,91773.0,350.0,1.0,1.0,95.0,2.0,25.0,1.0,1.0,0.0,1.0,0.0,49.0
83506,90035.0,1200.0,3.0,1.0,96.0,4.0,80.0,1.0,1.0,1.0,1.0,2.0,158.0
83755,11206.0,240.0,1.0,1.0,99.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0,60.0
83872,10305.0,3700.0,7.0,5.0,100.0,16.0,275.0,0.0,1.0,1.0,1.0,2.0,625.0
83926,11206.0,650.0,1.0,1.0,95.0,4.0,60.0,0.0,1.0,0.0,1.0,0.0,150.0
83974,10035.0,450.0,1.0,1.0,91.0,2.0,35.0,0.0,1.0,1.0,1.0,0.0,57.0
84071,11217.0,200.0,1.0,1.0,98.0,2.0,15.0,0.0,1.0,0.0,1.0,0.0,115.0
84223,11222.0,800.0,1.0,1.0,93.0,2.0,60.0,0.0,1.0,1.0,1.0,0.0,175.0
84300,10039.0,140.0,1.0,1.0,93.0,3.0,25.0,0.0,1.0,0.0,1.0,2.0,50.0
84347,11106.0,130.0,1.0,2.0,93.0,2.0,20.0,0.0,1.0,0.0,1.0,2.0,58.0
84432,90290.0,3400.0,4.0,3.5,100.0,8.0,135.0,1.0,1.0,1.0,1.0,2.0,585.0
84644,11205.0,0.0,1.0,1.0,100.0,2.0,80.0,0.0,1.0,0.0,1.0,2.0,70.0
84750,10027.0,1000.0,2.0,1.0,93.0,9.0,150.0,1.0,1.0,1.0,1.0,2.0,350.0
84906,10016.0,1200.0,1.0,1.0,99.0,4.0,100.0,0.0,1.0,1.0,1.0,2.0,300.0
84954,10010.0,900.0,1.0,1.0,100.0,2.0,80.0,0.0,1.0,1.0,1.0,2.0,145.0
84960,70116.0,0.0,2.0,1.0,92.0,7.0,75.0,1.0,1.0,1.0,1.0,2.0,150.0
84970,98133.0,250.0,1.0,2.0,99.0,2.0,25.0,0.0,1.0,1.0,1.0,0.0,86.0
84972,98103.0,1200.0,2.0,1.0,92.0,5.0,85.0,0.0,1.0,1.0,1.0,2.0,154.0
85011,20009.0,1200.0,1.0,1.0,88.0,4.0,100.0,0.0,1.0,0.0,1.0,2.0,145.0
85092,20002.0,300.0,2.0,1.5,97.0,7.0,100.0,0.0,1.0,1.0,1.0,0.0,220.0
85289,98102.0,650.0,1.0,1.0,98.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,115.0
85300,98121.0,710.0,2.0,1.0,91.0,6.0,107.0,0.0,1.0,1.0,1.0,2.0,175.0
85314,98107.0,400.0,1.0,1.0,97.0,2.0,10.0,0.0,1.0,1.0,1.0,0.0,89.0
85328,98119.0,3000.0,4.0,3.0,100.0,9.0,250.0,0.0,1.0,1.0,1.0,2.0,395.0
85413,94102.0,500.0,0.0,1.0,88.0,3.0,60.0,0.0,1.0,1.0,1.0,2.0,177.0
85417,94117.0,1200.0,1.0,1.0,96.0,2.0,7.0,0.0,1.0,1.0,1.0,2.0,95.0
85425,94117.0,840.0,3.0,3.0,95.0,5.0,100.0,1.0,1.0,1.0,1.0,2.0,599.0
85427,94117.0,1200.0,2.0,1.0,100.0,2.0,250.0,1.0,1.0,1.0,1.0,2.0,300.0
85530,94103.0,1200.0,1.0,1.0,100.0,2.0,75.0,0.0,1.0,0.0,1.0,2.0,135.0
85534,94110.0,1200.0,2.0,1.0,97.0,6.0,100.0,0.0,1.0,1.0,1.0,0.0,326.0
85536,94110.0,1100.0,2.0,1.5,94.0,4.0,80.0,1.0,1.0,1.0,1.0,0.0,250.0
85553,95060.0,450.0,1.0,1.0,96.0,2.0,19.0,0.0,1.0,0.0,1.0,0.0,114.0
85558,95018.0,950.0,1.0,1.5,92.0,6.0,80.0,0.0,1.0,1.0,1.0,2.0,138.0
85659,92037.0,3000.0,5.0,4.0,98.0,10.0,350.0,0.0,1.0,1.0,1.0,2.0,900.0
85669,94118.0,0.0,1.0,1.0,97.0,3.0,60.0,0.0,1.0,1.0,1.0,0.0,135.0
85701,97210.0,700.0,1.0,1.0,93.0,3.0,25.0,0.0,1.0,1.0,1.0,0.0,110.0
85734,97217.0,420.0,1.0,0.0,99.0,5.0,50.0,1.0,1.0,0.0,1.0,2.0,61.0
85755,92104.0,1038.0,1.0,1.0,97.0,2.0,75.0,0.0,1.0,1.0,1.0,2.0,165.0
85952,94107.0,280.0,1.0,2.0,96.0,2.0,25.0,0.0,1.0,1.0,1.0,0.0,135.0
85956,94107.0,2250.0,3.0,3.0,99.0,8.0,200.0,0.0,1.0,1.0,1.0,2.0,780.0
86189,90039.0,0.0,1.0,1.0,94.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,95.0
86357,90068.0,1250.0,2.0,1.0,97.0,4.0,80.0,1.0,1.0,1.0,1.0,0.0,176.0
86360,90068.0,750.0,1.0,1.0,98.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,115.0
86374,90036.0,2200.0,1.0,1.0,97.0,2.0,50.0,1.0,1.0,1.0,1.0,0.0,100.0
86436,90038.0,700.0,1.0,1.0,96.0,2.0,65.0,0.0,1.0,1.0,1.0,0.0,125.0
86668,90005.0,250.0,1.0,2.0,83.0,3.0,10.0,1.0,1.0,0.0,1.0,0.0,65.0
87005,91604.0,3000.0,4.0,3.5,93.0,12.0,200.0,1.0,1.0,1.0,1.0,2.0,450.0
87045,90291.0,250.0,1.0,1.0,98.0,2.0,65.0,0.0,1.0,0.0,1.0,2.0,160.0
87173,90291.0,1100.0,2.0,2.0,100.0,3.0,150.0,0.0,1.0,1.0,1.0,0.0,275.0
87219,90045.0,250.0,1.0,1.0,95.0,2.0,75.0,1.0,1.0,0.0,1.0,2.0,136.0
87371,11215.0,1200.0,2.0,1.5,92.0,6.0,135.0,0.0,1.0,1.0,1.0,2.0,250.0
87514,70115.0,850.0,1.0,1.0,98.0,2.0,75.0,0.0,1.0,1.0,1.0,2.0,119.0
87536,70115.0,1350.0,3.0,2.5,100.0,8.0,150.0,0.0,1.0,0.0,1.0,2.0,165.0
87724,11217.0,700.0,1.0,1.0,99.0,1.0,85.0,0.0,1.0,1.0,1.0,2.0,102.0
87745,11226.0,130.0,1.0,2.0,96.0,2.0,60.0,0.0,1.0,0.0,1.0,2.0,46.0
87840,11372.0,150.0,1.0,1.0,88.0,2.0,30.0,0.0,1.0,0.0,1.0,0.0,79.0
87930,11222.0,155.0,1.0,2.0,97.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,70.0
88004,11230.0,900.0,2.0,1.0,90.0,7.0,35.0,0.0,1.0,0.0,1.0,2.0,130.0
88037,10037.0,450.0,1.0,1.0,89.0,2.0,80.0,0.0,0.0,1.0,1.0,0.0,100.0
88170,10002.0,300.0,1.0,1.0,90.0,2.0,35.0,0.0,1.0,0.0,1.0,2.0,100.0
88199,10002.0,800.0,0.0,1.0,93.0,2.0,120.0,0.0,1.0,0.0,1.0,2.0,400.0
88319,37216.0,270.0,1.0,1.0,99.0,3.0,20.0,0.0,1.0,0.0,1.0,0.0,99.0
88335,37210.0,350.0,1.0,1.0,91.0,2.0,25.0,0.0,1.0,1.0,1.0,0.0,79.0
88430,11205.0,1800.0,1.0,1.0,100.0,3.0,50.0,0.0,1.0,0.0,1.0,2.0,120.0
88485,20007.0,1000.0,2.0,1.0,93.0,5.0,80.0,1.0,1.0,1.0,1.0,2.0,349.0
88603,98102.0,650.0,1.0,1.0,96.0,4.0,87.0,0.0,1.0,1.0,1.0,2.0,119.0
88611,98102.0,650.0,2.0,1.0,97.0,4.0,100.0,0.0,1.0,1.0,1.0,2.0,199.0
88619,98122.0,1300.0,1.0,2.0,96.0,4.0,80.0,0.0,1.0,1.0,1.0,0.0,159.0
88890,92107.0,2500.0,4.0,3.0,84.0,16.0,200.0,0.0,1.0,0.0,1.0,2.0,299.0
89013,94110.0,1.0,2.0,2.0,100.0,4.0,300.0,0.0,1.0,1.0,1.0,2.0,950.0
89015,94110.0,2600.0,4.0,2.0,98.0,8.0,250.0,0.0,1.0,0.0,1.0,2.0,780.0
89063,92109.0,500.0,1.0,1.0,87.0,4.0,150.0,0.0,1.0,1.0,1.0,2.0,175.0
89176,94122.0,1.0,2.0,1.0,96.0,4.0,125.0,0.0,1.0,1.0,1.0,2.0,177.0
89315,94114.0,120.0,1.0,1.0,95.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,90.0
89329,94131.0,3.0,4.0,3.5,100.0,8.0,200.0,0.0,1.0,1.0,1.0,2.0,500.0
89330,94131.0,1050.0,1.0,1.0,100.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,75.0
89404,94117.0,1.0,2.0,1.5,94.0,6.0,150.0,0.0,1.0,1.0,1.0,2.0,300.0
89530,98101.0,0.0,2.0,2.0,94.0,6.0,99.0,0.0,1.0,1.0,1.0,2.0,142.0
89537,98117.0,2.0,1.0,3.5,97.0,2.0,35.0,0.0,1.0,0.0,1.0,0.0,65.0
89593,94618.0,750.0,1.0,1.0,93.0,4.0,70.0,0.0,1.0,1.0,1.0,2.0,129.0
89670,97211.0,160.0,0.0,1.0,98.0,2.0,25.0,1.0,1.0,0.0,1.0,0.0,95.0
89702,97202.0,350.0,1.0,1.0,99.0,2.0,35.0,1.0,1.0,0.0,1.0,0.0,70.0
89735,98118.0,550.0,0.0,1.0,94.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,80.0
89739,98118.0,435.0,1.0,1.5,96.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,92.0
89748,98105.0,2.0,3.0,1.0,100.0,5.0,150.0,0.0,1.0,1.0,1.0,0.0,189.0
89758,98102.0,1200.0,1.0,1.0,94.0,2.0,20.0,0.0,1.0,1.0,1.0,2.0,150.0
89766,20008.0,970.0,2.0,1.0,92.0,6.0,75.0,0.0,1.0,0.0,1.0,2.0,94.0
89959,98109.0,1000.0,0.0,1.0,97.0,3.0,50.0,0.0,1.0,0.0,1.0,2.0,90.0
90054,92109.0,450.0,0.0,1.0,95.0,2.0,90.0,0.0,1.0,1.0,1.0,2.0,60.0
90128,92109.0,1800.0,3.0,2.0,98.0,6.0,150.0,0.0,1.0,1.0,1.0,2.0,299.0
90198,94110.0,175.0,1.0,1.0,96.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,109.0
90271,94117.0,650.0,1.0,1.0,92.0,4.0,125.0,0.0,1.0,1.0,1.0,2.0,190.0
90297,94109.0,1000.0,2.0,1.0,95.0,5.0,125.0,0.0,1.0,1.0,1.0,2.0,375.0
90359,98122.0,900.0,2.0,1.0,95.0,5.0,150.0,0.0,1.0,0.0,1.0,2.0,225.0
90420,94133.0,1200.0,1.0,1.0,99.0,2.0,85.0,0.0,1.0,1.0,1.0,0.0,230.0
90701,94605.0,2100.0,4.0,3.0,91.0,10.0,110.0,0.0,1.0,0.0,1.0,2.0,167.0
90825,20002.0,1400.0,2.0,1.0,88.0,8.0,55.0,1.0,1.0,0.0,1.0,0.0,140.0
90886,97217.0,450.0,1.0,1.0,94.0,3.0,20.0,0.0,1.0,0.0,1.0,0.0,65.0
90887,97217.0,1200.0,2.0,1.0,92.0,5.0,65.0,1.0,1.0,0.0,1.0,0.0,100.0
91001,97206.0,440.0,1.0,1.0,90.0,4.0,55.0,1.0,1.0,0.0,1.0,2.0,98.0
91127,92109.0,1000.0,1.0,1.0,96.0,3.0,75.0,0.0,1.0,1.0,1.0,0.0,200.0
91183,92102.0,1300.0,1.0,1.0,96.0,4.0,70.0,0.0,1.0,1.0,1.0,2.0,140.0
91231,92106.0,1500.0,3.0,2.0,95.0,8.0,175.0,0.0,1.0,1.0,1.0,2.0,230.0
91278,94133.0,600.0,1.0,1.0,97.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,150.0
91279,94122.0,780.0,0.0,1.0,98.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,155.0
91326,94102.0,490.0,0.0,1.0,93.0,3.0,100.0,0.0,1.0,1.0,1.0,2.0,175.0
91337,94102.0,750.0,1.0,1.5,97.0,4.0,80.0,0.0,1.0,1.0,1.0,2.0,168.0
91596,95062.0,2500.0,4.0,2.5,97.0,13.0,200.0,0.0,1.0,1.0,1.0,2.0,485.0
91681,94607.0,0.0,2.0,1.5,92.0,4.0,65.0,0.0,1.0,1.0,1.0,2.0,160.0
91876,94127.0,1996.0,3.0,2.0,97.0,6.0,175.0,1.0,1.0,0.0,1.0,0.0,300.0
92046,94114.0,1800.0,2.0,2.0,94.0,6.0,125.0,0.0,1.0,1.0,1.0,2.0,350.0
92086,94107.0,280.0,1.0,2.0,96.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,118.0
92093,94114.0,500.0,0.0,1.0,97.0,2.0,59.0,1.0,1.0,0.0,1.0,2.0,135.0
92153,94117.0,1300.0,2.0,1.0,96.0,4.0,100.0,0.0,1.0,1.0,1.0,2.0,199.0
92362,94134.0,1200.0,4.0,2.0,92.0,9.0,145.0,1.0,1.0,1.0,1.0,2.0,345.0
92554,20001.0,950.0,2.0,1.0,86.0,2.0,120.0,0.0,1.0,1.0,1.0,0.0,149.0
92710,98118.0,0.0,3.0,1.0,97.0,6.0,25.0,0.0,1.0,1.0,1.0,2.0,115.0
92810,20002.0,0.0,1.0,1.0,97.0,3.0,50.0,0.0,1.0,1.0,1.0,0.0,115.0
93140,97223.0,2200.0,5.0,3.0,95.0,12.0,175.0,1.0,1.0,1.0,1.0,2.0,350.0
93191,92116.0,900.0,2.0,1.0,96.0,5.0,85.0,0.0,1.0,1.0,1.0,2.0,129.0
93241,92104.0,250.0,1.0,0.0,98.0,2.0,30.0,0.0,1.0,0.0,1.0,0.0,65.0
93254,92107.0,650.0,1.0,1.0,95.0,4.0,100.0,0.0,1.0,0.0,1.0,2.0,135.0
93273,94123.0,810.0,1.0,1.0,97.0,2.0,120.0,0.0,1.0,1.0,1.0,2.0,185.0
93343,94121.0,2300.0,4.0,1.5,94.0,7.0,150.0,1.0,1.0,1.0,1.0,2.0,450.0
93427,92107.0,375.0,1.0,1.0,90.0,2.0,25.0,0.0,1.0,1.0,1.0,2.0,45.0
93572,94114.0,800.0,1.0,1.0,100.0,2.0,125.0,0.0,1.0,1.0,1.0,0.0,500.0
93695,98101.0,1150.0,2.0,2.0,88.0,6.0,99.0,0.0,1.0,1.0,1.0,2.0,137.0
93761,98103.0,2000.0,1.0,1.5,96.0,2.0,20.0,0.0,1.0,1.0,1.0,0.0,40.0
93785,94606.0,1400.0,1.0,1.0,83.0,1.0,65.0,0.0,1.0,1.0,1.0,2.0,70.0
93865,98112.0,750.0,1.0,1.0,93.0,2.0,10.0,0.0,1.0,1.0,1.0,2.0,120.0
93920,98136.0,1200.0,2.0,1.0,100.0,4.0,95.0,0.0,1.0,1.0,1.0,2.0,165.0
93922,98116.0,800.0,2.0,1.0,100.0,4.0,100.0,0.0,1.0,1.0,1.0,2.0,165.0
93991,92111.0,2200.0,1.0,1.0,97.0,4.0,65.0,0.0,1.0,0.0,1.0,2.0,89.0
94044,94103.0,2200.0,2.0,2.0,98.0,4.0,150.0,0.0,1.0,0.0,1.0,2.0,595.0
94115,94133.0,1300.0,3.0,1.5,94.0,6.0,125.0,0.0,1.0,1.0,1.0,2.0,369.0
94317,98144.0,1.0,3.0,2.5,100.0,6.0,100.0,0.0,1.0,1.0,1.0,2.0,250.0
94490,94114.0,2100.0,4.0,2.0,100.0,8.0,200.0,0.0,1.0,1.0,1.0,2.0,499.0
94540,94131.0,700.0,0.0,1.0,97.0,4.0,90.0,0.0,1.0,1.0,1.0,2.0,225.0
94585,98103.0,1100.0,2.0,1.0,100.0,4.0,80.0,0.0,1.0,1.0,1.0,0.0,99.0
94701,20024.0,600.0,1.0,1.0,96.0,4.0,90.0,1.0,1.0,1.0,1.0,2.0,160.0
94752,20001.0,450.0,2.0,2.5,95.0,4.0,60.0,1.0,1.0,0.0,1.0,2.0,200.0
94849,20002.0,1350.0,2.0,1.0,99.0,4.0,90.0,0.0,1.0,0.0,1.0,0.0,150.0
94958,97214.0,121.0,1.0,1.0,98.0,2.0,20.0,1.0,1.0,0.0,1.0,0.0,48.0
95100,94611.0,500.0,1.0,1.0,98.0,2.0,25.0,0.0,1.0,1.0,1.0,0.0,125.0
95275,92109.0,2000.0,3.0,2.0,93.0,7.0,200.0,0.0,1.0,1.0,1.0,2.0,285.0
95323,94110.0,1000.0,2.0,1.0,96.0,5.0,100.0,0.0,1.0,1.0,1.0,0.0,225.0
95493,94117.0,2100.0,3.0,1.5,97.0,6.0,150.0,1.0,1.0,1.0,1.0,0.0,600.0
95559,98126.0,800.0,1.0,1.0,90.0,4.0,75.0,0.0,1.0,0.0,1.0,0.0,60.0
95624,97212.0,0.0,0.0,1.0,98.0,2.0,40.0,0.0,1.0,0.0,1.0,0.0,120.0
95899,98102.0,0.0,2.0,1.0,99.0,3.0,90.0,0.0,1.0,1.0,1.0,2.0,195.0
96066,20009.0,0.0,2.0,1.0,88.0,4.0,30.0,0.0,1.0,0.0,1.0,0.0,172.0
96260,20012.0,1200.0,1.0,2.5,80.0,2.0,50.0,1.0,1.0,1.0,1.0,0.0,135.0
96528,97211.0,1440.0,4.0,2.0,98.0,8.0,100.0,1.0,1.0,1.0,1.0,2.0,285.0
96621,92104.0,400.0,0.0,1.0,97.0,2.0,28.0,0.0,1.0,1.0,1.0,0.0,94.0
96622,92103.0,1200.0,2.0,2.0,100.0,6.0,49.0,0.0,1.0,0.0,1.0,2.0,199.0
96628,92104.0,840.0,2.0,2.0,84.0,4.0,25.0,0.0,1.0,1.0,1.0,2.0,199.0
96681,92101.0,1776.0,3.0,2.5,90.0,8.0,150.0,0.0,1.0,1.0,1.0,2.0,425.0
96812,92109.0,714.0,2.0,1.0,96.0,5.0,85.0,0.0,1.0,1.0,1.0,2.0,175.0
96867,94114.0,800.0,1.0,1.0,100.0,2.0,95.0,0.0,1.0,1.0,1.0,2.0,180.0
96882,94112.0,500.0,0.0,1.0,95.0,4.0,85.0,0.0,1.0,1.0,1.0,2.0,140.0
96982,94124.0,1000.0,2.0,1.0,87.0,5.0,110.0,0.0,1.0,0.0,1.0,2.0,215.0
96998,941071273.0,300.0,0.0,1.0,86.0,3.0,75.0,0.0,1.0,0.0,1.0,2.0,155.0
97069,94121.0,650.0,1.0,1.0,89.0,4.0,50.0,0.0,1.0,1.0,1.0,2.0,120.0
97109,98109.0,1800.0,3.0,2.5,98.0,6.0,100.0,0.0,1.0,1.0,1.0,0.0,250.0
97214,94103.0,1050.0,2.0,2.0,100.0,5.0,90.0,1.0,1.0,0.0,1.0,2.0,300.0
97245,94110.0,140.0,1.0,1.5,100.0,1.0,50.0,0.0,1.0,0.0,1.0,0.0,80.0
97265,98109.0,1200.0,1.0,1.0,96.0,2.0,40.0,0.0,1.0,1.0,1.0,2.0,220.0
97386,94122.0,1660.0,3.0,2.0,93.0,5.0,100.0,0.0,1.0,1.0,1.0,2.0,300.0
97392,94115.0,2.0,3.0,1.5,95.0,8.0,150.0,0.0,1.0,1.0,1.0,2.0,425.0
97441,92109.0,2500.0,1.0,2.5,100.0,10.0,250.0,0.0,1.0,1.0,1.0,2.0,695.0
97533,94131.0,950.0,1.0,1.0,90.0,2.0,205.0,0.0,1.0,1.0,1.0,2.0,99.0
97655,94107.0,1700.0,1.0,1.5,96.0,3.0,45.0,0.0,1.0,0.0,1.0,0.0,140.0
97712,94117.0,1100.0,2.0,1.0,91.0,4.0,100.0,0.0,1.0,0.0,1.0,2.0,325.0
97738,95062.0,180.0,1.0,1.0,95.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0,99.0
97777,98107.0,450.0,0.0,1.0,99.0,4.0,40.0,0.0,1.0,0.0,1.0,0.0,95.0
97783,98103.0,1000.0,2.0,1.0,90.0,6.0,50.0,0.0,1.0,0.0,1.0,2.0,175.0
97943,20009.0,150.0,1.0,1.0,87.0,2.0,85.0,0.0,1.0,1.0,1.0,2.0,68.0
98097,20003.0,675.0,1.0,1.0,98.0,3.0,65.0,0.0,1.0,1.0,1.0,2.0,159.0
98429,20009.0,1350.0,2.0,2.0,95.0,4.0,125.0,0.0,1.0,1.0,1.0,2.0,250.0
98658,92116.0,1600.0,3.0,2.0,94.0,8.0,75.0,0.0,1.0,0.0,1.0,2.0,300.0
98708,92109.0,1400.0,2.0,2.0,95.0,6.0,60.0,0.0,1.0,1.0,1.0,0.0,995.0
98722,92113.0,516.0,1.0,1.0,93.0,2.0,60.0,0.0,1.0,0.0,1.0,0.0,83.0
98727,92119.0,12.0,1.0,1.0,96.0,1.0,25.0,0.0,1.0,1.0,1.0,0.0,38.0
98732,92101.0,850.0,2.0,2.0,94.0,4.0,100.0,0.0,1.0,1.0,1.0,0.0,135.0
98789,92101.0,775.0,1.0,1.0,93.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,120.0
98803,92014.0,2250.0,3.0,3.0,94.0,8.0,200.0,0.0,1.0,1.0,1.0,2.0,350.0
98821,94110.0,450.0,1.0,1.0,95.0,2.0,48.0,0.0,1.0,0.0,1.0,2.0,126.0
98825,94110.0,500.0,1.0,1.0,95.0,1.0,75.0,0.0,1.0,1.0,1.0,2.0,99.0
98899,94118.0,500.0,1.0,1.0,97.0,4.0,80.0,0.0,1.0,1.0,1.0,0.0,110.0
98903,94123.0,900.0,1.0,1.0,96.0,2.0,125.0,0.0,1.0,1.0,1.0,0.0,200.0
98958,94114.0,360.0,1.0,1.0,88.0,3.0,80.0,0.0,1.0,1.0,1.0,2.0,115.0
98987,94110.0,360.0,1.0,1.0,100.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,90.0
99006,94115.0,300.0,0.0,1.0,96.0,2.0,80.0,0.0,1.0,0.0,1.0,0.0,133.0
99030,94131.0,2000.0,1.0,1.5,96.0,2.0,100.0,0.0,1.0,1.0,1.0,0.0,275.0
99161,98109.0,300.0,1.0,1.0,90.0,1.0,15.0,0.0,1.0,0.0,1.0,0.0,85.0
99181,98116.0,1400.0,2.0,2.0,96.0,8.0,60.0,0.0,1.0,1.0,1.0,2.0,240.0
99353,94609.0,140.0,1.0,1.0,93.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,65.0
99392,94607.0,1200.0,1.0,1.0,100.0,2.0,125.0,0.0,1.0,1.0,1.0,2.0,137.0
99474,97212.0,1400.0,3.0,1.5,98.0,6.0,95.0,1.0,1.0,1.0,1.0,2.0,165.0
99566,92037.0,1500.0,1.0,1.0,95.0,3.0,40.0,0.0,1.0,1.0,1.0,2.0,169.0
99681,78751.0,600.0,1.0,1.0,97.0,2.0,60.0,1.0,1.0,1.0,1.0,2.0,119.0
99710,78736.0,175.0,1.0,1.0,99.0,2.0,20.0,1.0,1.0,0.0,1.0,0.0,59.0
99735,78722.0,160.0,0.0,1.0,97.0,2.0,15.0,1.0,1.0,1.0,1.0,2.0,85.0
99783,78731.0,1600.0,3.0,2.0,94.0,6.0,80.0,1.0,1.0,1.0,1.0,2.0,490.0
99926,78701.0,815.0,2.0,2.0,97.0,6.0,50.0,1.0,1.0,1.0,1.0,2.0,205.0
99965,78702.0,688.0,2.0,1.0,97.0,5.0,50.0,1.0,1.0,1.0,1.0,2.0,105.0
100015,78704.0,1300.0,2.0,2.0,97.0,6.0,70.0,1.0,1.0,1.0,1.0,2.0,300.0
100065,2210.0,0.0,1.0,1.0,100.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,149.0
100085,2135.0,675.0,1.0,1.0,100.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,184.0
100103,2125.0,1200.0,2.0,1.0,93.0,4.0,150.0,0.0,1.0,1.0,1.0,2.0,125.0
100454,60605.0,650.0,1.0,1.0,98.0,2.0,80.0,0.0,1.0,0.0,1.0,0.0,160.0
